# Collisional Ionization Equilibrium (CIE) Ion Fractions
#
# This file provides temperature-dependent ion fraction data for a set of
# astrophysically relevant elements under the assumption of collisional
# ionization equilibrium (CIE). The ion fractions represent the fractional
# abundance of each ionisation stage as a function of logarithmic temperature.
# The data are computed using the non-equilibrium multi-ion framework described in:
# Mathew, A., Mackey, J., Celeste, M., Haworth, T. J., & Mellema, G. (2025),
# A&A, 695, A73, doi:10.1051/0004-6361/202452373.
#
# This dataset is generated using the NEMOv1 framework coupled with the PION MHD code.
#
# Units:
#   Temperature: Kelvin (log10 scale)
#   Ion fractions: dimensionless
#
# Format:
#   log_T  h_1 h_2 he_1 he_2 he_3 ... fe_27
#
# All ion fractions are normalised such that, for each element:
#   sum_i f_i = 1
#
log_T h_1 h_2 he_1 he_2 he_3 c_1 c_2 c_3 c_4 c_5 c_6 c_7 n_1 n_2 n_3 n_4 n_5 n_6 n_7 n_8 o_1 o_2 o_3 o_4 o_5 o_6 o_7 o_8 o_9 ne_1 ne_2 ne_3 ne_4 ne_5 ne_6 ne_7 ne_8 ne_9 ne_10 ne_11 si_1 si_2 si_3 si_4 si_5 si_6 si_7 si_8 si_9 si_10 si_11 si_12 si_13 si_14 si_15 s_1 s_2 s_3 s_4 s_5 s_6 s_7 s_8 s_9 s_10 s_11 s_12 s_13 s_14 s_15 s_16 s_17 fe_1 fe_2 fe_3 fe_4 fe_5 fe_6 fe_7 fe_8 fe_9 fe_10 fe_11 fe_12 fe_13 fe_14 fe_15 fe_16 fe_17 fe_18 fe_19 fe_20 fe_21 fe_22 fe_23 fe_24 fe_25 fe_26 fe_27
7.97774735e+00 1.70576058e-09 9.99999998e-01 1.00000000e-12 1.18980758e-07 9.99999881e-01 1.00000000e-12 4.04467764e-12 1.27075242e-11 3.33847719e-11 9.63464270e-09 1.05323892e-04 9.99894666e-01 1.00000000e-12 2.86634971e-12 7.09995766e-12 1.60982853e-11 2.69554776e-11 6.51203332e-08 2.73982523e-04 9.99725952e-01 1.00000000e-12 2.65238138e-12 5.82101867e-12 1.18391530e-11 3.00676451e-11 1.35431169e-10 3.14187488e-07 6.31529082e-04 9.99368157e-01 1.00000000e-12 1.51249483e-12 2.27752436e-12 5.82558881e-12 1.01367449e-11 1.84488395e-11 4.13955460e-11 1.34420102e-09 4.47276608e-06 2.42304946e-03 9.97572476e-01 1.00000000e-12 2.99298022e-12 6.85622886e-12 1.01552280e-11 1.89549150e-11 2.77445057e-11 4.56610519e-11 6.67468559e-11 1.00450925e-10 1.36454074e-10 9.73516093e-10 6.79316417e-07 2.72535789e-04 2.28624409e-02 9.76864343e-01 1.00000000e-12 3.52224086e-12 6.17095980e-12 1.26915124e-11 2.30230682e-11 2.83073392e-11 4.43432469e-11 6.02896309e-11 1.04731266e-10 1.32151764e-10 1.90185497e-10 2.86327532e-10 1.52305075e-08 7.42135475e-06 1.48224499e-03 5.32474931e-02 9.45262824e-01 1.00000000e-12 1.58085336e-12 1.47951507e-12 3.17199816e-12 3.65705189e-12 5.01090330e-12 6.87109722e-12 1.09878756e-11 2.27933381e-11 3.04953972e-11 4.20155168e-11 6.33127855e-11 8.29313485e-11 1.02172213e-10 1.47111634e-10 1.89924864e-10 2.30574364e-10 3.34068504e-10 2.06589610e-09 1.07058757e-07 5.91101861e-06 1.53281696e-04 2.75685347e-03 4.35564423e-02 5.02804898e-01 3.53174313e-01 9.75481904e-02
7.98507144e+00 1.68340221e-09 9.99999998e-01 1.00000000e-12 1.16694096e-07 9.99999883e-01 1.00000000e-12 4.04544603e-12 1.27041735e-11 3.33227133e-11 9.22989431e-09 1.03348710e-04 9.99896642e-01 1.00000000e-12 2.86108920e-12 7.08309138e-12 1.60447970e-11 2.68357036e-11 6.25007385e-08 2.68823528e-04 9.99731114e-01 1.00000000e-12 2.64831380e-12 5.81710768e-12 1.18247883e-11 3.00012028e-11 1.33545067e-10 3.01400385e-07 6.19495211e-04 9.99380203e-01 1.00000000e-12 1.50733064e-12 2.27526179e-12 5.82977280e-12 1.01130998e-11 1.84016338e-11 4.12255612e-11 1.25940161e-09 4.27209238e-06 2.37391083e-03 9.97621816e-01 1.00000000e-12 2.99064919e-12 6.85337267e-12 1.01493437e-11 1.89300135e-11 2.77202073e-11 4.55024917e-11 6.66633930e-11 1.00290892e-10 1.35854046e-10 9.17524952e-10 6.33651112e-07 2.59333978e-04 2.23543846e-02 9.77385646e-01 1.00000000e-12 3.52073175e-12 6.17107091e-12 1.26720718e-11 2.30055705e-11 2.83059566e-11 4.42237413e-11 6.01833414e-11 1.04591657e-10 1.31882621e-10 1.89742862e-10 2.84538842e-10 1.38945811e-08 6.90716530e-06 1.40685110e-03 5.19884579e-02 9.46597769e-01 1.00000000e-12 1.58534252e-12 1.47719436e-12 3.17792842e-12 3.65239188e-12 5.00842122e-12 6.86752713e-12 1.09900372e-11 2.27568630e-11 3.04409870e-11 4.19390499e-11 6.31990518e-11 8.27638380e-11 1.01949818e-10 1.46792567e-10 1.88988559e-10 2.29358629e-10 3.29602417e-10 1.82494426e-09 9.37990911e-08 5.30690696e-06 1.40467495e-04 2.58426030e-03 4.17691950e-02 4.92810272e-01 3.59503460e-01 1.03186942e-01
7.99239553e+00 1.66296503e-09 9.99999998e-01 1.00000000e-12 1.14618999e-07 9.99999885e-01 1.00000000e-12 4.04615724e-12 1.27009115e-11 3.32638298e-11 8.86895680e-09 1.01541207e-04 9.99898450e-01 1.00000000e-12 2.85606948e-12 7.06695739e-12 1.59937081e-11 2.67331811e-11 6.01660859e-08 2.64100212e-04 9.99735840e-01 1.00000000e-12 2.64440775e-12 5.81333472e-12 1.18111084e-11 2.99375628e-11 1.31920247e-10 2.90008069e-07 6.08474897e-04 9.99391235e-01 1.00000000e-12 1.50237520e-12 2.27315221e-12 5.83413691e-12 1.00904534e-11 1.83566420e-11 4.10637446e-11 1.18543129e-09 4.09313612e-06 2.32887454e-03 9.97667031e-01 1.00000000e-12 2.98841816e-12 6.85065517e-12 1.01439018e-11 1.89081795e-11 2.76992542e-11 4.53525120e-11 6.65899181e-11 1.00147062e-10 1.35289631e-10 8.69563301e-10 5.93698733e-07 2.47542281e-04 2.18878600e-02 9.77864003e-01 1.00000000e-12 3.51926082e-12 6.17115954e-12 1.26533684e-11 2.29888148e-11 2.83068395e-11 4.41112487e-11 6.00882343e-11 1.04468498e-10 1.31641461e-10 1.89342281e-10 2.83018891e-10 1.27522079e-08 6.45669831e-06 1.33943626e-03 5.08305507e-02 9.47823543e-01 1.00000000e-12 1.58967646e-12 1.47498592e-12 3.18366358e-12 3.64797985e-12 5.00610540e-12 6.86421566e-12 1.09925076e-11 2.27225221e-11 3.03897348e-11 4.18671275e-11 6.30926408e-11 8.26069959e-11 1.01742060e-10 1.46497030e-10 1.88119355e-10 2.28235896e-10 3.25870246e-10 1.63039506e-09 8.28184469e-08 4.79235433e-06 1.29281355e-04 2.42886642e-03 4.01021016e-02 4.83064821e-01 3.65439216e-01 1.08830836e-01
7.99971962e+00 1.64191475e-09 9.99999998e-01 1.00000000e-12 1.12490460e-07 9.99999888e-01 1.00000000e-12 4.04688666e-12 1.26975690e-11 3.32039065e-11 8.50866127e-09 9.96959134e-05 9.99900296e-01 1.00000000e-12 2.85091564e-12 7.05040988e-12 1.59414061e-11 2.66309484e-11 5.78293676e-08 2.59283681e-04 9.99740658e-01 1.00000000e-12 2.64040511e-12 5.80946197e-12 1.17970812e-11 2.98724363e-11 1.30328980e-10 2.78622211e-07 5.97252073e-04 9.99402469e-01 1.00000000e-12 1.49730529e-12 2.27098353e-12 5.83863857e-12 1.00672345e-11 1.83105322e-11 4.08988898e-11 1.11352346e-09 3.91571981e-06 2.28319177e-03 9.97712891e-01 1.00000000e-12 2.98613280e-12 6.84786952e-12 1.01383251e-11 1.88858322e-11 2.76777915e-11 4.51996708e-11 6.65147081e-11 9.99999385e-11 1.34716683e-10 8.23964065e-10 5.55064255e-07 2.35954067e-04 2.14175746e-02 9.78345915e-01 1.00000000e-12 3.51775345e-12 6.17125045e-12 1.26342429e-11 2.29716550e-11 2.83077451e-11 4.39964651e-11 5.99910006e-11 1.04342483e-10 1.31395035e-10 1.88933269e-10 2.81565927e-10 1.16746925e-08 6.02312144e-06 1.27352839e-03 4.96676803e-02 9.49052756e-01 1.00000000e-12 1.59414532e-12 1.47272816e-12 3.18956616e-12 3.64346666e-12 5.00373290e-12 6.86082327e-12 1.09950422e-11 2.26874153e-11 3.03373579e-11 4.17936315e-11 6.29838950e-11 8.24467808e-11 1.01529894e-10 1.46195262e-10 1.87236334e-10 2.27098666e-10 3.22398782e-10 1.45665253e-09 7.28009493e-08 4.31195788e-06 1.18629054e-04 2.27781289e-03 3.84452329e-02 4.73095257e-01 3.71290794e-01 1.14767887e-01
8.00704371e+00 1.62022648e-09 9.99999998e-01 1.00000000e-12 1.10306701e-07 9.99999890e-01 1.00000000e-12 4.04763489e-12 1.26941433e-11 3.31429194e-11 8.14929111e-09 9.78119026e-05 9.99902180e-01 1.00000000e-12 2.84562297e-12 7.03343518e-12 1.58878550e-11 2.65290643e-11 5.54922740e-08 2.54371853e-04 9.99745573e-01 1.00000000e-12 2.63630285e-12 5.80548601e-12 1.17826953e-11 2.98057800e-11 1.28773891e-10 2.67251164e-07 5.85822744e-04 9.99413910e-01 1.00000000e-12 1.49211763e-12 2.26875355e-12 5.84328372e-12 1.00434245e-11 1.82632688e-11 4.07309061e-11 1.04373504e-09 3.73997573e-06 2.23685511e-03 9.97759404e-01 1.00000000e-12 2.98379143e-12 6.84501353e-12 1.01326091e-11 1.88629566e-11 2.76558033e-11 4.50439078e-11 6.64377121e-11 9.98494285e-11 1.34134995e-10 7.80705249e-10 5.17761225e-07 2.24575367e-04 2.09435509e-02 9.78831355e-01 1.00000000e-12 3.51620851e-12 6.17134371e-12 1.26146835e-11 2.29540786e-11 2.83086742e-11 4.38793367e-11 5.98915825e-11 1.04213531e-10 1.31143203e-10 1.88515608e-10 2.80176711e-10 1.06606542e-08 5.60641781e-06 1.20914714e-03 4.84999881e-02 9.50285247e-01 1.00000000e-12 1.59875482e-12 1.47041973e-12 3.19564270e-12 3.63884945e-12 5.00130196e-12 6.85734747e-12 1.09976430e-11 2.26515216e-11 3.02838265e-11 4.17185204e-11 6.28727526e-11 8.22831064e-11 1.01313211e-10 1.45887107e-10 1.86339288e-10 2.25946399e-10 3.19160906e-10 1.30220580e-09 6.36984632e-08 3.86483895e-06 1.08509822e-04 2.13122329e-03 3.68001241e-02 4.62900905e-01 3.77042480e-01 1.21012826e-01
8.01436780e+00 1.59979808e-09 9.99999998e-01 1.00000000e-12 1.08263141e-07 9.99999892e-01 1.00000000e-12 4.04834452e-12 1.26907682e-11 3.30840129e-11 7.81990954e-09 9.60407200e-05 9.99903951e-01 1.00000000e-12 2.84048558e-12 7.01693260e-12 1.58358719e-11 2.64388926e-11 5.33494685e-08 2.49754042e-04 9.99750193e-01 1.00000000e-12 2.63230393e-12 5.80159516e-12 1.17687531e-11 2.97409368e-11 1.27395588e-10 2.56832400e-07 5.75079698e-04 9.99424663e-01 1.00000000e-12 1.48706736e-12 2.26662380e-12 5.84806871e-12 1.00202593e-11 1.82174541e-11 4.05683024e-11 9.81278796e-10 3.57921933e-06 2.19332485e-03 9.97803095e-01 1.00000000e-12 2.98151429e-12 6.84224622e-12 1.01271842e-11 1.88421625e-11 2.76360734e-11 4.48938786e-11 6.63674478e-11 9.97097968e-11 1.33577165e-10 7.42741375e-10 4.84358796e-07 2.14181553e-04 2.04984313e-02 9.79286902e-01 1.00000000e-12 3.51468666e-12 6.17142101e-12 1.25955992e-11 2.29369752e-11 2.83111738e-11 4.37669007e-11 5.97997392e-11 1.04095711e-10 1.30910342e-10 1.88126366e-10 2.78959625e-10 9.77405443e-09 5.23342653e-06 1.15038083e-03 4.74037472e-02 9.51440628e-01 1.00000000e-12 1.60327168e-12 1.46818500e-12 3.20160162e-12 3.63439390e-12 4.99897846e-12 6.85403944e-12 1.10004564e-11 2.26170264e-11 3.02323683e-11 4.16463961e-11 6.27664365e-11 8.21264785e-11 1.01106225e-10 1.45594609e-10 1.85488266e-10 2.24856539e-10 3.16342130e-10 1.17480643e-09 5.60074736e-08 3.47665529e-06 9.95171013e-05 1.99722430e-03 3.52480493e-02 4.52900705e-01 3.82444805e-01 1.27306164e-01
8.02169189e+00 1.58010239e-09 9.99999998e-01 1.00000000e-12 1.06304660e-07 9.99999894e-01 1.00000000e-12 4.04903181e-12 1.26874047e-11 3.30262335e-11 7.51094665e-09 9.43385147e-05 9.99905654e-01 1.00000000e-12 2.83541961e-12 7.00064466e-12 1.57846452e-11 2.63567377e-11 5.13376070e-08 2.45316793e-04 9.99754632e-01 1.00000000e-12 2.62834991e-12 5.79773536e-12 1.17550247e-11 2.96769403e-11 1.26142277e-10 2.47057409e-07 5.64760646e-04 9.99434992e-01 1.00000000e-12 1.48208054e-12 2.26454861e-12 5.85299885e-12 9.99738315e-12 1.81723391e-11 4.04085093e-11 9.24060429e-10 3.42883105e-06 2.15156175e-03 9.97845008e-01 1.00000000e-12 2.97926683e-12 6.83952209e-12 1.01219279e-11 1.88227073e-11 2.76178148e-11 4.47470453e-11 6.63014918e-11 9.95769599e-11 1.33033298e-10 7.08629385e-10 4.53774276e-07 2.04484864e-04 2.00720553e-02 9.79723005e-01 1.00000000e-12 3.51317030e-12 6.17148745e-12 1.25767265e-11 2.29200885e-11 2.83148183e-11 4.36571055e-11 5.97126692e-11 1.03985010e-10 1.30689431e-10 1.87754802e-10 2.77864634e-10 8.98111957e-09 4.89233364e-06 1.09564678e-03 4.63546938e-02 9.52544757e-01 1.00000000e-12 1.60776202e-12 1.46598796e-12 3.20752612e-12 3.63002339e-12 4.99671504e-12 6.85082758e-12 1.10034437e-11 2.25832983e-11 3.01820492e-11 4.15759269e-11 6.26628587e-11 8.19738536e-11 1.00904813e-10 1.45311373e-10 1.84665343e-10 2.23805239e-10 3.13815719e-10 1.06711917e-09 4.93591799e-08 3.13241102e-06 9.13661364e-05 1.87260046e-03 3.37627147e-02 4.42989137e-01 3.87568114e-01 1.33712884e-01
8.02901598e+00 1.55981341e-09 9.99999998e-01 1.00000000e-12 1.04295564e-07 9.99999896e-01 1.00000000e-12 4.04973674e-12 1.26839580e-11 3.29673841e-11 7.20256210e-09 9.26003450e-05 9.99907392e-01 1.00000000e-12 2.83021775e-12 6.98393806e-12 1.57321992e-11 2.62747858e-11 4.93237375e-08 2.40790685e-04 9.99759160e-01 1.00000000e-12 2.62429783e-12 5.79377311e-12 1.17409461e-11 2.96114441e-11 1.24918087e-10 2.37285248e-07 5.54248187e-04 9.99445514e-01 1.00000000e-12 1.47697809e-12 2.26241477e-12 5.85808646e-12 9.97392571e-12 1.81260960e-11 4.02455531e-11 8.68429790e-10 3.27966300e-06 2.10917747e-03 9.97887542e-01 1.00000000e-12 2.97696453e-12 6.83672949e-12 1.01165408e-11 1.88027887e-11 2.75991074e-11 4.45973945e-11 6.62339598e-11 9.94410454e-11 1.32480695e-10 6.76174878e-10 4.24180003e-07 1.94945959e-04 1.96419190e-02 9.80162710e-01 1.00000000e-12 3.51161632e-12 6.17155560e-12 1.25574271e-11 2.29027935e-11 2.83185576e-11 4.35450581e-11 5.96236235e-11 1.03871708e-10 1.30463616e-10 1.87375257e-10 2.76809405e-10 8.23274644e-09 4.56374449e-06 1.04207103e-03 4.53002288e-02 9.53653127e-01 1.00000000e-12 1.61239307e-12 1.46374171e-12 3.21362453e-12 3.62555232e-12 4.99439604e-12 6.84753693e-12 1.10065089e-11 2.25488144e-11 3.01306205e-11 4.15039079e-11 6.25569943e-11 8.18179248e-11 1.00699096e-10 1.45022103e-10 1.83829000e-10 2.22738533e-10 3.11410503e-10 9.71048186e-10 4.33061115e-08 2.81163118e-06 8.36204385e-05 1.75171274e-03 3.22897692e-02 4.32884128e-01 3.92560719e-01 1.40427194e-01
8.03634007e+00 1.53890695e-09 9.99999998e-01 1.00000000e-12 1.02234163e-07 9.99999898e-01 1.00000000e-12 4.05045989e-12 1.26804254e-11 3.29074390e-11 6.89500364e-09 9.08253142e-05 9.99909168e-01 1.00000000e-12 2.82487523e-12 6.96679891e-12 1.56784975e-11 2.61930840e-11 4.73093420e-08 2.36173685e-04 9.99763779e-01 1.00000000e-12 2.62014459e-12 5.78970488e-12 1.17265061e-11 2.95444046e-11 1.23725279e-10 2.27523181e-07 5.43538370e-04 9.99456234e-01 1.00000000e-12 1.47175671e-12 2.26022008e-12 5.86333846e-12 9.94986798e-12 1.80786885e-11 4.00793419e-11 8.14432917e-10 3.13182914e-06 2.06616420e-03 9.97930703e-01 1.00000000e-12 2.97460572e-12 6.83386622e-12 1.01110188e-11 1.87823930e-11 2.75799371e-11 4.44448661e-11 6.61648045e-11 9.93019651e-11 1.31919159e-10 6.45364845e-10 3.95588602e-07 1.85570236e-04 1.92080349e-02 9.80605998e-01 1.00000000e-12 3.51002352e-12 6.17162553e-12 1.25376895e-11 2.28850777e-11 2.83223948e-11 4.34307052e-11 5.95325472e-11 1.03755729e-10 1.30232762e-10 1.86987520e-10 2.75791860e-10 7.52806732e-09 4.24767993e-06 9.89673266e-04 4.42404662e-02 9.54765604e-01 1.00000000e-12 1.61717087e-12 1.46144491e-12 3.21990370e-12 3.62097785e-12 4.99201970e-12 6.84416506e-12 1.10096548e-11 2.25135541e-11 3.00780528e-11 4.14302979e-11 6.24487821e-11 8.16586064e-11 1.00488965e-10 1.44726645e-10 1.82979024e-10 2.21656035e-10 3.09112336e-10 8.85730827e-10 3.78176433e-08 2.51367773e-06 7.62786523e-05 1.63465665e-03 3.08306552e-02 4.22587020e-01 3.97405713e-01 1.47463123e-01
8.04366416e+00 1.52028785e-09 9.99999998e-01 1.00000000e-12 1.00413382e-07 9.99999900e-01 1.00000000e-12 4.05111226e-12 1.26770263e-11 3.28512339e-11 6.62753935e-09 8.92402564e-05 9.99910753e-01 1.00000000e-12 2.81986683e-12 6.95067870e-12 1.56280438e-11 2.61270760e-11 4.55596329e-08 2.32047227e-04 9.99767907e-01 1.00000000e-12 2.61621855e-12 5.78583922e-12 1.17129857e-11 2.94811696e-11 1.22736979e-10 2.19044873e-07 5.33960665e-04 9.99465820e-01 1.00000000e-12 1.46682899e-12 2.25821673e-12 5.86867091e-12 9.92720953e-12 1.80342887e-11 3.99232499e-11 7.68463356e-10 3.00311466e-06 2.02763114e-03 9.97969365e-01 1.00000000e-12 2.97238284e-12 6.83118353e-12 1.01060155e-11 1.87653602e-11 2.75643553e-11 4.43027970e-11 6.61065297e-11 9.91808629e-11 1.31398151e-10 6.19578342e-10 3.71152336e-07 1.77380600e-04 1.88180711e-02 9.81004176e-01 1.00000000e-12 3.50849383e-12 6.17167010e-12 1.25189755e-11 2.28683601e-11 2.83284245e-11 4.33248920e-11 5.94539206e-11 1.03657795e-10 1.30033034e-10 1.86646782e-10 2.74948134e-10 6.93914693e-09 3.97695396e-06 9.43814259e-04 4.32865211e-02 9.55765680e-01 1.00000000e-12 1.62170423e-12 1.45929333e-12 3.22587606e-12 3.61671370e-12 4.98983837e-12 6.84109134e-12 1.10130352e-11 2.24808808e-11 3.00293136e-11 4.13621639e-11 6.23492400e-11 8.15119273e-11 1.00296040e-10 1.44458218e-10 1.82205788e-10 2.20672962e-10 3.07153206e-10 8.18451665e-10 3.33859386e-08 2.26610407e-06 7.00281755e-05 1.53179480e-03 2.95020576e-02 4.12810185e-01 4.01763285e-01 1.54320347e-01
8.05098825e+00 1.50130490e-09 9.99999998e-01 1.00000000e-12 9.85651880e-08 9.99999901e-01 1.00000000e-12 4.05177537e-12 1.26735579e-11 3.27942745e-11 6.36297528e-09 8.76365398e-05 9.99912357e-01 1.00000000e-12 2.81475628e-12 6.93424259e-12 1.55766926e-11 2.60622150e-11 4.38242226e-08 2.27875761e-04 9.99772080e-01 1.00000000e-12 2.61221735e-12 5.78189198e-12 1.16992068e-11 2.94168123e-11 1.21784008e-10 2.10644630e-07 5.24288491e-04 9.99475501e-01 1.00000000e-12 1.46181465e-12 2.25617360e-12 5.87416805e-12 9.90410961e-12 1.79890569e-11 3.97648632e-11 7.24112758e-10 2.87645092e-06 1.98884262e-03 9.98008280e-01 1.00000000e-12 2.97011878e-12 6.82845044e-12 1.01009314e-11 1.87481738e-11 2.75486577e-11 4.41588763e-11 6.60476844e-11 9.90583417e-11 1.30871736e-10 5.95199567e-10 3.47665733e-07 1.69377185e-04 1.84274916e-02 9.81402783e-01 1.00000000e-12 3.50693315e-12 6.17171402e-12 1.24999372e-11 2.28513342e-11 2.83347498e-11 4.32176199e-11 5.93744543e-11 1.03558917e-10 1.29831220e-10 1.86302285e-10 2.74137944e-10 6.38659069e-09 3.71772559e-06 8.99189283e-04 4.23340343e-02 9.56763051e-01 1.00000000e-12 1.62635280e-12 1.45710666e-12 3.23199039e-12 3.61237912e-12 4.98762039e-12 6.83796762e-12 1.10165138e-11 2.24476989e-11 2.99798293e-11 4.12929998e-11 6.22482285e-11 8.13631299e-11 1.00100413e-10 1.44186241e-10 1.81425615e-10 2.19682156e-10 3.05269410e-10 7.58735703e-10 2.93778132e-08 2.03700403e-06 6.41319544e-05 1.43273411e-03 2.81936801e-02 4.02916121e-01 4.05943109e-01 1.61448155e-01
8.05831234e+00 1.48174780e-09 9.99999999e-01 1.00000000e-12 9.66690678e-08 9.99999903e-01 1.00000000e-12 4.05245555e-12 1.26700035e-11 3.27362197e-11 6.09893674e-09 8.59986029e-05 9.99913995e-01 1.00000000e-12 2.80950812e-12 6.91738283e-12 1.55241163e-11 2.59975265e-11 4.20869304e-08 2.23619605e-04 9.99776338e-01 1.00000000e-12 2.60811662e-12 5.77783961e-12 1.16850751e-11 2.93509424e-11 1.20856730e-10 2.02244756e-07 5.14431656e-04 9.99485366e-01 1.00000000e-12 1.45668363e-12 2.25407223e-12 5.87984307e-12 9.88041975e-12 1.79426870e-11 3.96032206e-11 6.80988029e-10 2.75075763e-06 1.94945794e-03 9.98047791e-01 1.00000000e-12 2.96779938e-12 6.82564851e-12 1.00957203e-11 1.87305729e-11 2.75325704e-11 4.40121792e-11 6.59874168e-11 9.89329500e-11 1.30336508e-10 5.71987509e-10 3.24926744e-07 1.61496563e-04 1.80331847e-02 9.81804993e-01 1.00000000e-12 3.50533367e-12 6.17175908e-12 1.24804681e-11 2.28338956e-11 2.83412411e-11 4.31081325e-11 5.92931595e-11 1.03457687e-10 1.29624853e-10 1.85950254e-10 2.73350642e-10 5.86479627e-09 3.46779961e-06 8.55457945e-04 4.13758167e-02 9.57765251e-01 1.00000000e-12 1.63114800e-12 1.45487087e-12 3.23828517e-12 3.60794448e-12 4.98534774e-12 6.83476700e-12 1.10200837e-11 2.24137702e-11 2.99292489e-11 4.12223070e-11 6.21449739e-11 8.12110914e-11 9.99005742e-11 1.43908412e-10 1.80632414e-10 2.18675782e-10 3.03436343e-10 7.05479469e-10 2.57361081e-08 1.82394477e-06 5.85410803e-05 1.33685188e-03 2.68991542e-02 3.92861690e-01 4.09950613e-01 1.68891298e-01
8.06563643e+00 1.46243321e-09 9.99999999e-01 1.00000000e-12 9.48065688e-08 9.99999905e-01 1.00000000e-12 4.05312725e-12 1.26664286e-11 3.26784694e-11 5.84590885e-09 8.43901151e-05 9.99915604e-01 1.00000000e-12 2.80426249e-12 6.90052878e-12 1.54716431e-11 2.59370969e-11 4.04188915e-08 2.19442012e-04 9.99780518e-01 1.00000000e-12 2.60401385e-12 5.77377414e-12 1.16709667e-11 2.92851392e-11 1.19998690e-10 1.94186557e-07 5.04763432e-04 9.99495042e-01 1.00000000e-12 1.45155900e-12 2.25198497e-12 5.88565471e-12 9.85673335e-12 1.78964100e-11 3.94422487e-11 6.40686092e-10 2.63076294e-06 1.91091067e-03 9.98086458e-01 1.00000000e-12 2.96548136e-12 6.82285086e-12 1.00905667e-11 1.87136133e-11 2.75171942e-11 4.38665607e-11 6.59291561e-11 9.88105460e-11 1.29806649e-10 5.50724715e-10 3.03719935e-07 1.54008668e-04 1.76485178e-02 9.82197169e-01 1.00000000e-12 3.50372648e-12 6.17179776e-12 1.24610024e-11 2.28164614e-11 2.83484274e-11 4.29995572e-11 5.92140558e-11 1.03359811e-10 1.29423980e-10 1.85606089e-10 2.72619558e-10 5.38996635e-09 3.23527439e-06 8.14026458e-04 4.04431007e-02 9.58739631e-01 1.00000000e-12 1.63597256e-12 1.45264318e-12 3.24461384e-12 3.60352940e-12 4.98309166e-12 6.83159592e-12 1.10237718e-11 2.23800589e-11 2.98789976e-11 4.11521096e-11 6.20426131e-11 8.10603805e-11 9.97026744e-11 1.43634106e-10 1.79851924e-10 2.17686325e-10 3.01707763e-10 6.59755245e-10 2.25481946e-08 1.63268589e-06 5.34161136e-05 1.24683287e-03 2.56519237e-02 3.82872052e-01 4.13684771e-01 1.76489348e-01
8.07296052e+00 1.44466950e-09 9.99999999e-01 1.00000000e-12 9.31065809e-08 9.99999907e-01 1.00000000e-12 4.05375003e-12 1.26629383e-11 3.26231955e-11 5.61899633e-09 8.29103780e-05 9.99917084e-01 1.00000000e-12 2.79924350e-12 6.88436494e-12 1.54213756e-11 2.58869620e-11 3.89233822e-08 2.15596725e-04 9.99784364e-01 1.00000000e-12 2.60006411e-12 5.76984319e-12 1.16574799e-11 2.92219006e-11 1.19267941e-10 1.86963743e-07 4.95861691e-04 9.99503951e-01 1.00000000e-12 1.44663517e-12 2.25002737e-12 5.89152969e-12 9.83399512e-12 1.78521796e-11 3.92880826e-11 6.05320855e-10 2.52316208e-06 1.87539518e-03 9.98122081e-01 1.00000000e-12 2.96325471e-12 6.82017374e-12 1.00857618e-11 1.86989483e-11 2.75042549e-11 4.37280171e-11 6.58782754e-11 9.87003046e-11 1.29304026e-10 5.32383132e-10 2.85073681e-07 1.47287716e-04 1.72936078e-02 9.82558818e-01 1.00000000e-12 3.50216126e-12 6.17181833e-12 1.24422256e-11 2.27996934e-11 2.83571285e-11 4.28967754e-11 5.91434267e-11 1.03274222e-10 1.29244286e-10 1.85293810e-10 2.71991705e-10 4.98176993e-09 3.03066180e-06 7.76821058e-04 3.95824228e-02 9.59637720e-01 1.00000000e-12 1.64063498e-12 1.45051362e-12 3.25073867e-12 3.59932241e-12 4.98096480e-12 6.82862256e-12 1.10276168e-11 2.23480804e-11 2.98313127e-11 4.10855831e-11 6.19460655e-11 8.09181520e-11 9.95163325e-11 1.43377964e-10 1.79123717e-10 2.16763635e-10 3.00161028e-10 6.22600241e-10 1.99055304e-08 1.46981486e-06 4.89529152e-05 1.16617872e-03 2.44988794e-02 3.73296933e-01 4.17023362e-01 1.83964203e-01
